date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:44:28	22236/22236	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2012:15:44%20GMT	https://gmpg.org/xfn/background	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/background.html	(from https://gmpg.org/xfn/.)
21:44:29	8796/8796	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2012:15:44%20GMT	https://gmpg.org/xfn/tools	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/tools.html	(from https://gmpg.org/xfn/.)
21:44:29	3977/3977	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2012:15:45%20GMT	https://gmpg.org/xfn/helping	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/helping.html	(from https://gmpg.org/xfn/.)
21:44:30	11564/11564	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2012:15:46%20GMT	https://gmpg.org/xfn/and/	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/and/index.html	(from https://gmpg.org/xfn/.)
21:44:30	2590/2590	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2012:15:46%20GMT	https://gmpg.org/xfn/feedback	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/feedback.html	(from https://gmpg.org/xfn/.)
21:44:31	8721/8721	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2012:15:46%20GMT	https://gmpg.org/xfn/creator	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/creator.html	(from https://gmpg.org/xfn/.)
21:44:32	233/233	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20Jul%202024%2012:15:47%20GMT	https://gmpg.org/xfn/and	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/and	(from https://gmpg.org/xfn/.)
21:44:32	16572/16572	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2012:15:48%20GMT	https://gmpg.org/xfn/more	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/more.html	(from https://gmpg.org/xfn/.)
21:44:33	4251/4251	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2012:15:49%20GMT	https://gmpg.org/xfn/press	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/press.html	(from https://gmpg.org/xfn/.)
21:44:34	4170/4170	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2012:15:49%20GMT	https://gmpg.org/xfn/index	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/index-2.html	(from https://gmpg.org/xfn/.)
21:44:34	1619/1619	---M--	200	added ('OK')	image/gif	etag:%227f56515-653-3ef0a663b3680%22	https://gmpg.org/xfn/pix/intro/five-met.gif	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/pix/intro/five-met.gif	(from https://gmpg.org/xfn/intro)
21:44:35	1612/1612	---M--	200	added ('OK')	image/gif	etag:%227f56512-64c-3ef0a663b3680%22	https://gmpg.org/xfn/pix/intro/five-acqfr.gif	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/pix/intro/five-acqfr.gif	(from https://gmpg.org/xfn/intro)
21:44:36	1391/1391	---M--	200	added ('OK')	image/gif	etag:%227f56517-56f-3ef0a663b3680%22	https://gmpg.org/xfn/pix/intro/five-prof.gif	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/pix/intro/five-prof.gif	(from https://gmpg.org/xfn/intro)
21:44:36	1187/1187	---M--	200	added ('OK')	image/gif	etag:%227f56513-4a3-3ef0a663b3680%22	https://gmpg.org/xfn/pix/intro/five-lovefam.gif	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/pix/intro/five-lovefam.gif	(from https://gmpg.org/xfn/intro)
21:44:37	233/233	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20Jul%202024%2012:15:53%20GMT	https://gmpg.org/xfn/and	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/and	(from https://gmpg.org/xfn/)
21:44:38	5209/5209	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2012:15:54%20GMT	https://gmpg.org/xfn/1	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/1.html	(from https://gmpg.org/xfn/join)
21:44:39	250/250	---M--	200	added ('OK')	image/gif	etag:%2264e1836a-fa-3ef0a663b3680%22	https://gmpg.org/xfn/xfn-btn.gif	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/xfn-btn.gif	(from https://gmpg.org/xfn/join)
21:44:39	9010/9010	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2012:15:55%20GMT	https://gmpg.org/xfn/creator-fr	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/creator-fr.html	(from https://gmpg.org/xfn/tools)
21:44:40	8836/8836	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2012:15:56%20GMT	https://gmpg.org/xfn/creator-it	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/creator-it.html	(from https://gmpg.org/xfn/tools)
21:44:42	8744/8744	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2012:15:56%20GMT	https://gmpg.org/xfn/creator-es	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/creator-es.html	(from https://gmpg.org/xfn/tools)
21:44:42	8885/8885	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2012:15:58%20GMT	https://gmpg.org/xfn/creator-nl	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/creator-nl.html	(from https://gmpg.org/xfn/tools)
21:44:43	8224/8224	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2012:15:59%20GMT	https://gmpg.org/xfn/creator-cs	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/creator-cs.html	(from https://gmpg.org/xfn/tools)
21:44:44	8931/8931	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2012:15:59%20GMT	https://gmpg.org/xfn/creator-ja	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/creator-ja.html	(from https://gmpg.org/xfn/tools)
21:44:44	38834/38834	---M--	200	added ('OK')	image/png	etag:%22251c1f0b-97b2-3ef0a663b3680%22	https://gmpg.org/xfn/pix/mememememe.png	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/pix/mememememe.png	(from https://gmpg.org/xfn/and/)
21:44:45	7243/7243	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2012:16:01%20GMT	https://gmpg.org/xfn/and/foaf	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/and/foaf.html	(from https://gmpg.org/xfn/and/)
21:44:46	11565/11565	---MC-	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202024%2012:16:01%20GMT	https://gmpg.org/xfn/and/index	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/and/index-2.html	(from https://gmpg.org/xfn/and/)
21:44:47	51/51	---M--	200	added ('OK')	text/css	etag:%2264e18318-33-3ef0a663b3680%22	https://gmpg.org/xfn/count.css	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/count.css	(from https://gmpg.org/xfn/more)
21:44:48	140/140	---M--	200	added ('OK')	image/gif	etag:%2264e1836c-8c-3ef0a663b3680%22	https://gmpg.org/xfn/xfn-mini.gif	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/xfn-mini.gif	(from https://gmpg.org/xfn/more)
21:44:49	233/233	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20Jul%202024%2012:16:04%20GMT	https://gmpg.org/xfn/and	C:/Users/ACER/Desktop/BHIGITAL%20AGENCY/website%20templates/templte3/gmpg.org/xfn/and	(from https://gmpg.org/xfn/index)
